Timestamp                       (process)[PID]    
2026-04-26 05:02:50.012110-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [app<application.io.tailscale.ipn.macsys.1114804.1114809(501)>:566] from originator [osservice<com.apple.WindowServer(88)>:167] with description <RBSAssertionDescriptor| "AppDrawing" ID:205-167-181 target:566 attributes:[
2026-04-26 05:02:50.014460-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [app<application.io.tailscale.ipn.macsys.1114804.1114809(501)>:566] from originator [osservice<com.apple.WindowServer(88)>:167] with description <RBSAssertionDescriptor| "AppVisible" ID:205-167-182 target:566 attributes:[
2026-04-26 05:02:50.023938-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d05, Parent ID: 0x8000000000004247, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.024012-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 603 (xpcservice<com.apple.clock.WorldClockWidget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 175396476}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-active-NotVisible
2026-04-26 05:02:50.030219-0500  localhost WindowServer[167]: (FuseBoardServices) [com.apple.FuseBoard:SkyBridge] <private> updated window 34 from "hidden" to "visible".
2026-04-26 05:02:50.030226-0500  localhost WindowServer[167]: (FuseBoardServices) [com.apple.FuseBoard:SkyBridge] <private> overall window state is now "visible"
2026-04-26 05:02:50.030838-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [app<application.io.tailscale.ipn.macsys.1114804.1114809(501)>:566] from originator [osservice<com.apple.WindowServer(88)>:167] with description <RBSAssertionDescriptor| "FUSBProcessWindowState: visible" ID:205-167-183 target:566 attributes:[
2026-04-26 05:02:50.080586-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d06, Parent ID: 0x800000000000424f, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.081771-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:process] Hit the server for a process handle 14e433a600000262 that resolved to: [xpcservice<com.apple.stocks.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 88354660}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345]:610]
2026-04-26 05:02:50.081886-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 610 (xpcservice<com.apple.stocks.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 88354660}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-suspended-NotVisible
2026-04-26 05:02:50.082637-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d07, Parent ID: 0x8000000000004351, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.082698-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 610 (xpcservice<com.apple.stocks.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 88354660}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-active-NotVisible
2026-04-26 05:02:50.124363-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d08, Parent ID: 0x8000000000004358, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.125129-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:process] Hit the server for a process handle 1d9e1c8d00000264 that resolved to: [xpcservice<com.apple.weather.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 80458965}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345]:612]
2026-04-26 05:02:50.125171-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 612 (xpcservice<com.apple.weather.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 80458965}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-suspended-NotVisible
2026-04-26 05:02:50.126002-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d09, Parent ID: 0x800000000000435d, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.126108-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 612 (xpcservice<com.apple.weather.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 80458965}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-active-NotVisible
2026-04-26 05:02:50.166860-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d0a, Parent ID: 0x80000000000043e4, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.167718-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:process] Hit the server for a process handle 183379a00000265 that resolved to: [xpcservice<com.apple.ScreenTimeWidgetApplication.ScreenTimeWidgetExtension([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 159773028}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345]:613]
2026-04-26 05:02:50.167762-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 613 (xpcservice<com.apple.ScreenTimeWidgetApplication.ScreenTimeWidgetExtension([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 159773028}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-suspended-NotVisible
2026-04-26 05:02:50.168904-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d0b, Parent ID: 0x80000000000043e9, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.168978-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 613 (xpcservice<com.apple.ScreenTimeWidgetApplication.ScreenTimeWidgetExtension([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 159773028}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-active-NotVisible
2026-04-26 05:02:50.189094-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d0c, Parent ID: 0x8000000000004351, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.189166-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 610 (xpcservice<com.apple.stocks.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 88354660}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-active-NotVisible
2026-04-26 05:02:50.227429-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d0d, Parent ID: 0x800000000000435d, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.227514-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 612 (xpcservice<com.apple.weather.widget([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 80458965}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-active-NotVisible
2026-04-26 05:02:50.272616-0500  localhost WindowServer[167]: (RunningBoardServices) Created Activity ID: 0x3d0e, Parent ID: 0x80000000000043e9, Description: observedProcessStatesDidChange
2026-04-26 05:02:50.272799-0500  localhost WindowServer[167]: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 613 (xpcservice<com.apple.ScreenTimeWidgetApplication.ScreenTimeWidgetExtension([osservice<com.apple.chronod(501)>:519])(501)>{vt hash: 159773028}[uuid:9CB0565C-9122-40ED-842E-7EE0CD446345], running-active-NotVisible
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/011ab99b8a7f65686c8eceaa8823e7663770e764.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/c0151496dcfec0f8c298635e105effc333da059d.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/828696174221c8ec742a46934ed32c3e61096b83.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/7c1bfba78d51ed0f9d8309b8d15775359c0d4a9e.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/623e7a64b8bd5d45cb5fdab8d584d774e49b71ae.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/83102f350e35ef1354477d6f331927f63146b4d1.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/02f171b2d26e5ee162e84ca75da80728bc5d29da.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/d428ddd59e1eb9a15d162180e0600296fece9610.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/4d633db8304dd65a118f9104e5d0333539671ac1.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/47063319a2db3e5d93a05c06d7c2c82081db7fc2.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/1111eed32fbb7eb7a784d004661f2699ba736232.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/58303bd218c878e99b86a7b2f763338c65a54acd.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/08f02ecc57e3ba0c8feb4508bcd5d55539c69bf2.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/3086346b8e2af4094e533bad2f096236b6fdabc0.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/e900d4a8edd02092594e86527ce187f76cf39fec.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/869092a3e4db8cd380cf23cb01fbf92b6748ae2e.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/dfa8c2d2625c88b53079353baec3487e8a60e7c9.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/9c56633727be2cb990e27d4c34f08f7a3d673656.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/4ab3eddd02dd4528f4b4bad10375babc7a9e32bb.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/a955d9b2770548601da266483d57d37a141109be.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/5000d20c6574aeec941c699b09146792a3e9ae6d.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/373b019c9eda1e6cc4f302415f80af585a369443.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/63a62de333f3a5426f625fdd6fcac28825b7a8ca.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/4e777755159c02e27188a13ca62f3d59d055dbea.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/2523abd60bd6e9692d351f487e6fc46071250379.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/a2a980ee657200d2c174f229f7b7da2d211d4a33.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
            "__RelativePath" = "com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/99964b966c07b96a9f8d29c1ec0f57ebbd99b206.zip";
            AssetType = "com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay";
2026-04-26 05:02:50.291933-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[DownloadManager massageXmlAndPersist:catalogInfo:descriptor:assets:transformations:to:postedDate:receiptResults:assetSetId:pallasUrl:considerCaching:]: Catalog download for: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay got: 54 assets
2026-04-26 05:02:50.302946-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager writeDictionaryToFile:to:with:]_block_invoke: {writeDictionaryToFile} moved existing file | targetLocation:/System/Library/AssetsV2/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml to archivePath:/System/Library/AssetsV2/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml.purged
2026-04-26 05:02:50.303813-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[DownloadManager registerCatalogDownloadJob:withPurpose:usingDownloadOptions:usingXPCConnection:withXPCMessage:performingAutoAssetJob:asClientName:]_block_invoke_2: Pallas call succeeded on pallas for com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay client: corespeechd
2026-04-26 05:02:50.303824-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[DownloadManager pallasRequestV2:normalizedType:withPurpose:options:using:with:autoAssetJob:clientName:then:]_block_invoke: Skipping splunk for com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.309199-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager writeDictionaryToFile:to:with:]_block_invoke: {writeDictionaryToFile} succeeded | taskDescriptor:com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml
2026-04-26 05:02:50.309208-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager writeDictionaryToFile:to:with:]_block_invoke: {writeDictionaryToFile} notifying download manager move complete | taskDescriptor:com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml
2026-04-26 05:02:50.309215-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[DownloadManager taskFinishedUpdateState:with:extraInfo:]: Download manager notified of finished task: com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml
2026-04-26 05:02:50.309631-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[DownloadManager sendDownloadResult:with:extraInfo:]: Sending download result 0 (MADownloadSuccessful) for DownloadInfo taskDescriptor: com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml . task: (null) taskState: nil statusCode: -1 downloadSize: 0 progress: 0 / 0 isStalled: NO numStalls: 0 numNoLongerStalls: 0 backtracks: 0 callbackCount: 1 hasExtractor: NO originalUrl: (null) cacheServerUrl: (null) assetType: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay purpose: (null) shouldRetry: YES ifModifiedDate: (null) options: MADownloadOptions allowsCellular: 0 resourceTimeout: 900 canUseCacheServer: 0 discretionary: 0 disableUI: 0 sessionId: (null) additionalServerParams:(null) allowsExpensiveAccess:1 requiresPowerPluggedIn: 0 prefersInfraWiFi: 1 liveServerOnly: -1 DownloadAuthorizationHeader: not present analyticsData: not present allowDaemonConnectionRetries: 0  + MAMsuDownloadOptions reqProdVersion: (null) delayPeriod: 0 managedDevice: 0 allowSameVersion: 0 prereqBuild: (null) prereqVersion: (null) prereqReleaseType: (default) liveAssetAudienceUUID: (null) purpose: (null)
2026-04-26 05:02:50.311917-0500  localhost corespeechd[533]: (MobileAsset) [com.apple.mobileassetd:Notice] +[MAAsset startCatalogDownload:options:completionWithError:]_block_invoke: Got the download meta data reply for com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay, response: 0 (MADownloadSuccessful)
2026-04-26 05:02:50.311951-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[DownloadManager sendDownloadResult:with:extraInfo:]: reporting download attempt DownloadInfo taskDescriptor: com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml . task: (null) taskState: nil statusCode: -1 downloadSize: 0 progress: 0 / 0 isStalled: NO numStalls: 0 numNoLongerStalls: 0 backtracks: 0 callbackCount: 1 hasExtractor: NO originalUrl: (null) cacheServerUrl: (null) assetType: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay purpose: (null) shouldRetry: YES ifModifiedDate: (null) options: MADownloadOptions allowsCellular: 0 resourceTimeout: 900 canUseCacheServer: 0 discretionary: 0 disableUI: 0 sessionId: (null) additionalServerParams:(null) allowsExpensiveAccess:1 requiresPowerPluggedIn: 0 prefersInfraWiFi: 1 liveServerOnly: -1 DownloadAuthorizationHeader: not present analyticsData: not present allowDaemonConnectionRetries: 0  + MAMsuDownloadOptions reqProdVersion: (null) delayPeriod: 0 managedDevice: 0 allowSameVersion: 0 prereqBuild: (null) prereqVersion: (null) prereqReleaseType: (default) liveAssetAudienceUUID: (null) purpose: (null)
2026-04-26 05:02:50.312230-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[DownloadManager sendNotification:suffix:]: MA Notifying: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay.ma.cached-metadata-updated
    AssetType = VoiceTriggerAssetsStudioDisplay;
2026-04-26 05:02:50.312521-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[MADAnalyticsManager recordEventWithName:payload:]: assetType: VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.312527-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[MADAnalyticsManager shouldRecordEventForAssetType:]: assetType: VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.315112-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[MADAnalyticsManager recordEventWithName:payload:]: assetType: VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.315119-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[MADAnalyticsManager shouldRecordEventForAssetType:]: assetType: VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.315723-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager handleClientConnection:on:]_block_invoke: assetType: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay client: corespeechd, command: 1 (MA_QUERY_ASSET_TYPE)
2026-04-26 05:02:50.317501-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager handleClientConnection:on:]_block_invoke: corespeechd issued query command for com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.317525-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager handleQueryRequest:clientName:connection:message:]: corespeechd queried for: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay with returnType of: 0 (MACatalogOnly) - may block on network sync as it is after first unlock
2026-04-26 05:02:50.317761-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager determineAssets:clientName:connection:downloadingTasks:message:resultTypes:queryArray:isForSpecificAsset:specificAssetId:specificAllowedDifferences:]: corespeechd queried for: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay with returnType of: 0 with Purpose: (null)
2026-04-26 05:02:50.318731-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager newCatalogLoad:withPurpose:]: Catalog fileLocation: /System/Library/AssetsV2/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml
2026-04-26 05:02:50.331859-0500  localhost launchd[1]: [pid/602 [CalendarWidgetE]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:50.391347-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[ControlManager determineAssets:clientName:connection:downloadingTasks:message:resultTypes:queryArray:isForSpecificAsset:specificAssetId:specificAllowedDifferences:]: corespeechd queried for: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay with returnTypes 0 (MACatalogOnly) and found 84 assets with result 0 (MAQuerySuccessful) --> From 54 listed in the catalog and 30 local (0/0 downloaded, 30 preinstalled)--> Catalog info ({     isLiveServer = 1; }) --> Filtered for MACatalogOnly to 54 in catalog (0 installed, 54 server-only, 0 preinstalled), 0 installedNotInCatalog, 0 installedWithOS, 30 requiredByOS; the query params are: [ _CompatibilityVersion:'14'] --> Merged to 84 assets
2026-04-26 05:02:50.398300-0500  localhost launchd[1]: [pid/614 [com.apple.WebKi]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:50.398862-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:packages] 0[outside of RPC]: window 23 joined space 1
2026-04-26 05:02:50.406869-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [osservice<com.apple.Spotlight(501)>:570] from originator [osservice<com.apple.WindowServer(88)>:167] with description <RBSAssertionDescriptor| "AppDrawing" ID:205-167-195 target:570 attributes:[
2026-04-26 05:02:50.409518-0500  localhost runningboardd[205]: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [osservice<com.apple.Spotlight(501)>:570] from originator [osservice<com.apple.WindowServer(88)>:167] with description <RBSAssertionDescriptor| "AppVisible" ID:205-167-196 target:570 attributes:[
2026-04-26 05:02:50.530495-0500  localhost launchd[1]: [pid/600 [parsecd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:50.608339-0500  localhost OpenCode[563]: (MediaToolbox) [com.apple.coremedia:] <<<< Alt >>>> fpSupport_GetVideoRangeForCoreDisplayWithPreference: displayID 4273c80 reported potentialHeadRoom=1 wideColorSupported=NO marz=NO almd=NO deviceAllowsHDR=YES isBuiltinPanel=YES externalPanel=YES prefersHDR10=NO
2026-04-26 05:02:50.650697-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[MADAnalyticsManager recordEventWithName:payload:]: assetType: VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.650705-0500  localhost mobileassetd[267]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] -[MADAnalyticsManager shouldRecordEventForAssetType:]: assetType: VoiceTriggerAssetsStudioDisplay
2026-04-26 05:02:50.650717-0500  localhost corespeechd[533]: (MobileAsset) [com.apple.mobileassetd:Notice] -[MAAssetQuery getResultsFromMessage:]: Got the query meta data reply for: com.apple.MobileAsset.VoiceTriggerAssetsStudioDisplay, response: 0
2026-04-26 05:02:50.699287-0500  localhost launchd[1]: [pid/615 [com.apple.geod]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:50.743016-0500  localhost launchd[1]: [pid/618 [com.apple.WebKi]:] Service stub created for com.apple.CoreDisplay.XPCService
	]><RBAssertion| identifier:205-167-130 target:[osservice<com.apple.Finder(501)>:463] explanation:"AppVisible" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-122 target:[osservice<com.apple.Finder(501)>:463] explanation:"AppDrawing" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-182 target:[app<application.io.tailscale.ipn.macsys.1114804.1114809(501)>:566] explanation:"AppVisible" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-170 target:[osservice<com.apple.controlcenter(501)>:460] explanation:"AppVisible" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
			]> inheritanceManager:<RBClientInheritanceManager| >><RBAssertion| identifier:205-167-163 target:[app<application.ai.opencode.desktop.5541284.5541290(501)>:563] explanation:"FUSBFrontmostProcess" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-168 target:[osservice<com.apple.controlcenter(501)>:460] explanation:"AppDrawing" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-183 target:[app<application.io.tailscale.ipn.macsys.1114804.1114809(501)>:566] explanation:"FUSBProcessWindowState: visible" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-195 target:[osservice<com.apple.Spotlight(501)>:570] explanation:"AppDrawing" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-181 target:[app<application.io.tailscale.ipn.macsys.1114804.1114809(501)>:566] explanation:"AppDrawing" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
	]><RBAssertion| identifier:205-167-196 target:[osservice<com.apple.Spotlight(501)>:570] explanation:"AppVisible" active originator:[osservice<com.apple.WindowServer(88)>:167] transientState:<RBAssertionTransientState| policies:[
2026-04-26 05:02:50.913308-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:default] : Operation on a window 0x21 requiring rights <private> by caller <private> (SystemOwner)
2026-04-26 05:02:50.914971-0500  localhost WindowServer[167]: (SkyLight) [com.apple.SkyLight:packages] 32613[OrderWindowGroupFrontConditionally]: window 21 joined space 1
